"","artist","date","year","month","quarter","half","auction_house","ah_code","title","medium","med_group","med_code","signed","dum_signed","dum_dated","dum_titled","price","size_framed","area","price_area","er","pound_price","nr_works","hammer_price","timedummy","lnprice","lnarea","lnarea2","lnsculpt_area","counter","rank_all","rank_total","reputation","lnrep","id"
"47355","van der Westhuizen, Pieter",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Flowers in a vase","Etching in colour","Print/woodcut","Print/Woodcut","signed in pencil & inscribed Etching Proof","1","0","0",1200,"33.5cm x 25.5cm ",854,1.4,NA,NA,1,1200,"2011 Q3",7.09007683577609,6.74993119378857,45.56157112088,0,47,21,22,0.898237334431654,-0.10732095335883,206
"47366","van der Westhuizen, Pieter",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Red Roses in a Blue Vase","pastel on paper","Drawing","Drawing","signed and dated '94","1","1","0",13000,"38cm x 43cm",1634,7.96,NA,NA,1,13000,"2011 Q3",9.47270463644367,7.39878627541995,54.7420383493426,0,47,21,22,0.898237334431654,-0.10732095335883,805
"47378","van der Westhuizen, Pieter",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","White Flowers in a Vase","pastel on paper","Drawing","Drawing","signed and dated 84, stamped with the artist's chop mark","1","1","0",10000,"52cm x 36.5cm",1898,5.27,NA,NA,1,10000,"2011 Q3",9.21034037197618,7.54855597916987,56.9806973706612,0,47,21,22,0.898237334431654,-0.10732095335883,832
"47410","van der Westhuizen, Pieter",2011-06-01,2011,6,2,1,"Stephan Welz & Co","Stephan Welz","Hanover Building","oil on canvas","Oil","Oil","signed","1","0","0",110000,"90.5cm x  75cm",6788,16.21,NA,NA,1,110000,"2011 Q2",11.6082356447746,8.82291162635412,77.8437695664546,0,46,21,22,0.898237334431654,-0.10732095335883,613
"47420","van der Westhuizen, Pieter",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Red Roses in a Blue Vase","pastel on paper","Drawing","Drawing","signed and dated '94","1","1","0",13000,"38cm x 43cm",1634,7.96,NA,NA,1,13000,"2011 Q3",9.47270463644367,7.39878627541995,54.7420383493426,0,47,21,22,0.898237334431654,-0.10732095335883,805
"47435","van der Westhuizen, Pieter",2002-05-13,2002,5,2,1,"Stephan Welz & Co","Stephan Welz","Hanover Building","oil on canvas","Oil","Oil","signed","1","0","0",38000,"90.5cm x 75cm",6788,5.6,NA,NA,1,38000,"2002 Q2",10.5453414387085,8.82291162635412,77.8437695664546,0,10,21,22,0.898237334431654,-0.10732095335883,613
"47509","van der Westhuizen, Pieter",2013-10-06,2013,10,4,2,"5th Avenue","5th Avenue","3 Gesigte","Etching","Print/woodcut","Print/Woodcut","signed & dated '04 Numbered 20/120 in Pencil","1","1","0",3800,"19cm x 25cm",475,8,NA,NA,1,3800,"2013 Q4",8.24275634571448,6.16331480403464,37.9864493736326,0,56,21,22,0.898237334431654,-0.10732095335883,690
"47542","van der Westhuizen, Pieter",2013-11-03,2013,11,4,2,"5th Avenue","5th Avenue","3 Gesigte","Etching","Print/woodcut","Print/Woodcut","signed & dated '04 Numbered 22/120 in Pencil","1","1","0",4000,"19cm x 25cm",475,8.42,NA,NA,1,4000,"2013 Q4",8.29404964010203,6.16331480403464,37.9864493736326,0,56,21,22,0.898237334431654,-0.10732095335883,690
"47549","van der Westhuizen, Pieter",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Mother and child","mixed media on paper","Mixed media","Mixed Media","signed","1","0","0",2700,"21cm x 18,5cm",389,6.95,NA,NA,1,2700,"2011 Q3",7.90100705199242,5.96357934361845,35.5642785876326,0,47,21,22,0.898237334431654,-0.10732095335883,95
"47563","van der Westhuizen, Pieter",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Mother and child","mixed media on paper","Mixed media","Mixed Media","signed","1","0","0",2700,"21cm x 18.5cm",389,6.95,NA,NA,1,2700,"2011 Q3",7.90100705199242,5.96357934361845,35.5642785876326,0,47,21,22,0.898237334431654,-0.10732095335883,95
"47620","van der Westhuizen, Pieter",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Embrace I & II","Etchings in colour x 2","Print/woodcut","Print/Woodcut","each signed in pencil dated '89  inscribed Ets & numbered 8/100","1","1","0",1700,"16.5cm x 13cm Largest ",215,7.93,NA,NA,2,3400,"2011 Q3",7.43838353004431,5.37063802812766,28.843752829171,0,47,21,22,0.898237334431654,-0.10732095335883,674
"47691","van Essche, Maurice Charles Louis",2013-10-26,2013,10,4,2,"Russell Kaplan","Russell Kaplan","Nude","serigraph","Print/woodcut","Print/Woodcut","signed  ","1","0","0",1200,"29cm x 26cm",754,1.59,NA,NA,1,1200,"2013 Q4",7.09007683577609,6.62539236800796,43.8958240300581,0,56,26,27,0.885354705200954,-0.121766917434569,180
"47700","van Essche, Maurice Charles Louis",2011-02-14,2011,2,1,1,"Bernardi","Bernardi","Reclining nude","Lithographic print","Print/woodcut","Print/Woodcut","signed in the image","1","0","0",1000,"22cm x 32.5cm",715,1.4,NA,NA,1,1000,"2011 Q1",6.90775527898214,6.57228254269401,43.1948978210004,0,45,26,27,0.885354705200954,-0.121766917434569,167
"47701","van Essche, Maurice Charles Louis",2013-02-19,2013,2,1,1,"Stephan Welz & Co","Stephan Welz","Christ'S Head","oil on board","Oil","Oil","Signed","1","0","0",17500,"55cm x 38cm",2090,8.37,NA,NA,1,17500,"2013 Q1",9.76995615991161,7.64491934495886,58.4447917909262,0,53,26,27,0.885354705200954,-0.121766917434569,373
"47789","van Essche, Maurice Charles Louis",2011-08-11,2011,8,3,2,"Bernardi","Bernardi","Reclining nude","Lithographic print","Print/woodcut","Print/Woodcut","signed in the image","1","0","0",1300,"22cm x 32.5cm",715,1.82,NA,NA,1,1300,"2011 Q3",7.17011954344963,6.57228254269401,43.1948978210004,0,47,26,27,0.885354705200954,-0.121766917434569,167
"47815","van Essche, Maurice Charles Louis",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Four Congolese Women by a Lake","oil on canvas","Oil","Oil","signed","1","0","0",90000,"32,5cm x 40,5cm",1316,68.38,NA,NA,1,90000,"2011 Q3",11.4075649493124,7.18235211188526,51.5861818591027,0,47,26,27,0.885354705200954,-0.121766917434569,279
"47826","van Essche, Maurice Charles Louis",2013-10-26,2013,10,4,2,"Russell Kaplan","Russell Kaplan","Nude","serigraph","Print/woodcut","Print/Woodcut","signed  ","1","0","0",750,"29cm x 26cm",754,0.99,NA,NA,1,750,"2013 Q4",6.62007320653036,6.62539236800796,43.8958240300581,0,56,26,27,0.885354705200954,-0.121766917434569,180
"47846","van Essche, Maurice Charles Louis",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Four Congolese Women by a Lake","oil on canvas","Oil","Oil","signed","1","0","0",90000,"32.5cm x 40.5cm",1316,68.38,NA,NA,1,90000,"2011 Q3",11.4075649493124,7.18235211188526,51.5861818591027,0,47,26,27,0.885354705200954,-0.121766917434569,279
"47850","van Essche, Maurice Charles Louis",2010-12-10,2010,12,4,2,"5th avenue ","5th Avenue","Seated Nude","Pencil","Drawing","Drawing","Signed","1","0","0",4200,"30cm x 30cm",900,4.67,NA,NA,1,4200,"2010 Q4",8.34283980427146,6.80239476332431,46.272574516102,0,44,26,27,0.885354705200954,-0.121766917434569,214
"47898","van Essche, Maurice Charles Louis",2002-05-13,2002,5,2,1,"Stephan Welz & Co","Stephan Welz","Congolese Watercarriers In A Forest","oil on canvas","Oil","Oil","signed","1","0","0",18000,"40.5cm x 32.5cm",1316,13.68,NA,NA,1,18000,"2002 Q2",9.7981270368783,7.18235211188526,51.5861818591027,0,10,26,27,0.885354705200954,-0.121766917434569,278
"47928","van Essche, Maurice Charles Louis",2004-03-30,2004,3,1,1,"Stephan Welz & Co","Stephan Welz","Congolese Watercarriers In A Forest","oil on canvas","Oil","Oil","signed","1","0","0",28000,"40.5cm x 32.5cm",1316,21.27,NA,NA,1,28000,"2004 Q1",10.2399597891573,7.18235211188526,51.5861818591027,0,17,26,27,0.885354705200954,-0.121766917434569,278
"47956","van Essche, Maurice Charles Louis",2011-11-13,2011,11,4,2,"5th Avenue","5th Avenue","Seated Nude","Pencil","Drawing","Drawing","signed","1","0","0",4000,"30cm x 30cm",900,4.44,NA,NA,1,4000,"2011 Q4",8.29404964010203,6.80239476332431,46.272574516102,0,48,26,27,0.885354705200954,-0.121766917434569,214
"47978","van Essche, Maurice Charles Louis",2009-08-05,2009,8,3,2,"Stephan Welz & Co","Stephan Welz","Christ'S Head","oil on board","Oil","Oil","signed","1","0","0",48000,"55cm x 38cm",2090,22.97,NA,NA,1,48000,"2009 Q3",10.77895628989,7.64491934495886,58.4447917909262,0,39,26,27,0.885354705200954,-0.121766917434569,373
"48067","van Heerden, Piet (Pieter Gerhardus)",2004-11-15,2004,11,4,2,"Stephan Welz & Co","Stephan Welz","Winter, Paarl","oil on canvas","Oil","Oil","signed & dated 49, inscribed with the title on a label on the reverse","1","1","1",40000,"40cm x 50cm",2000,20,NA,NA,1,40000,"2004 Q4",10.5966347330961,7.60090245954208,57.7737181994729,0,20,24,25,0.466063974585053,-0.763432369761867,845
"48134","van Heerden, Piet (Pieter Gerhardus)",2011-05-16,2011,5,2,1,"Strauss & Co","Strauss","Winter, Paarl","oil on canvas","Oil","Oil","signed and dated 49; inscribed with the title on a label on the reverse","1","1","1",75000,"40cm x 50cm",2000,37.5,NA,NA,1,75000,"2011 Q2",11.2252433925184,7.60090245954208,57.7737181994729,0,46,24,25,0.466063974585053,-0.763432369761867,845
"48171","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","In die Swartland","oil on board","Oil","Oil","signed and dated '84","1","1","0",32000,"16cm x 60cm",960,33.33,NA,NA,1,32000,"2011 Q3",10.3734911817819,6.86693328446188,47.1547727332505,0,47,24,25,0.466063974585053,-0.763432369761867,748
"48194","van Heerden, Piet (Pieter Gerhardus)",2002-10-07,2002,10,4,2,"Bernardi","Bernardi","Vanaf Stellenbosch na Kaap se kant","Oil on board","Oil","Oil","signed ","1","0","0",4000,"19cm x 49.5cm",941,4.25,NA,NA,1,4000,"2002 Q4",8.29404964010203,6.84694313958538,46.8806303567153,0,12,24,25,0.466063974585053,-0.763432369761867,219
"48204","van Heerden, Piet (Pieter Gerhardus)",2004-03-30,2004,3,1,1,"Stephan Welz & Co","Stephan Welz","Landscape Hex River Valley","oil on board","Oil","Oil","signed & dated 40","1","1","0",8800,"25cm x 34.5cm",863,10.2,NA,NA,1,8800,"2004 Q1",9.0825070004663,6.76041469108343,45.7032067954166,0,17,24,25,0.466063974585053,-0.763432369761867,727
"48248","van Heerden, Piet (Pieter Gerhardus)",2009-07-10,2009,7,3,2,"Bernardi","Bernardi","Namaqualand","Oil on board","Oil","Oil","signed ","1","0","0",52500,"39.5cm x 49.5cm",1955,26.85,NA,NA,1,52500,"2009 Q3",10.8685684485797,7.57814547241947,57.4282888011517,0,39,24,25,0.466063974585053,-0.763432369761867,356
"48295","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Mountainous Landscape","oil on board","Oil","Oil","signed and dated 88","1","1","0",42000,"19cm x 49cm",931,45.11,NA,NA,1,42000,"2011 Q3",10.6454248972655,6.83625927727707,46.7344409061568,0,47,24,25,0.466063974585053,-0.763432369761867,742
"48323","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape with Trees","oil on canvas board","Oil","Oil","signed and dated 54","1","1","0",45000,"40cm x 49cm",1960,22.96,NA,NA,1,45000,"2011 Q3",10.7144177687525,7.58069975222456,57.4670087333775,0,47,24,25,0.466063974585053,-0.763432369761867,838
"48346","van Heerden, Piet (Pieter Gerhardus)",2002-03-18,2002,3,1,1,"Stephan Welz & Co","Stephan Welz","Landscape Hex River Valley","oil on canvas","Oil","Oil","signed & dated 40","1","1","0",5500,"25cm x 34.5cm",863,6.38,NA,NA,1,5500,"2002 Q1",8.61250337122056,6.76041469108343,45.7032067954166,0,9,24,25,0.466063974585053,-0.763432369761867,727
"48349","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape with Wheat Fields","oil on board","Oil","Oil","signed and dated '62","1","1","0",35000,"35cm x 45cm",1575,22.22,NA,NA,1,35000,"2011 Q3",10.4631033404715,7.36201055125973,54.1991993568596,0,47,24,25,0.466063974585053,-0.763432369761867,798
"48362","van Heerden, Piet (Pieter Gerhardus)",2001-06-26,2001,6,2,1,"Bernardi","Bernardi","Vanaf Stellenbosch na Kaap se kant","Oil on board","Oil","Oil","signed","1","0","0",4600,"19cm x 49.5cm",941,4.89,NA,NA,1,4600,"2001 Q2",8.43381158247719,6.84694313958538,46.8806303567153,0,6,24,25,0.466063974585053,-0.763432369761867,219
"48364","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape","oil on canvas laid-down on board","Oil","Oil","signed","1","0","0",35000,"45cmcm x 60cm",2700,12.96,NA,NA,1,35000,"2011 Q3",10.4631033404715,7.90100705199242,62.425912435634,0,47,24,25,0.466063974585053,-0.763432369761867,437
"48373","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape","oil on canvas laid-down on board","Oil","Oil","signed","1","0","0",35000,"45cmcm x 60cm",2700,12.96,NA,NA,1,35000,"2011 Q3",10.4631033404715,7.90100705199242,62.425912435634,0,47,24,25,0.466063974585053,-0.763432369761867,437
"48393","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape with Trees","oil on canvas board","Oil","Oil","signed and dated 54","1","1","0",45000,"40cm x 49cm",1960,22.96,NA,NA,1,45000,"2011 Q3",10.7144177687525,7.58069975222456,57.4670087333775,0,47,24,25,0.466063974585053,-0.763432369761867,838
"48400","van Heerden, Piet (Pieter Gerhardus)",2003-11-04,2003,11,4,2,"Stephan Welz & Co","Stephan Welz","A Namaqualand Landscape With A House","oil on canvas laid down on board","Oil","Oil","signed","1","0","0",4500,"19cm x 29cm",551,8.17,NA,NA,1,4500,"2003 Q4",8.41183267575841,6.31173480915291,39.8379963010726,0,16,24,25,0.466063974585053,-0.763432369761867,131
"48403","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Mountainous Landscape","oil on board","Oil","Oil","signed and dated 88","1","1","0",42000,"19cm x 49cm",931,45.11,NA,NA,1,42000,"2011 Q3",10.6454248972655,6.83625927727707,46.7344409061568,0,47,24,25,0.466063974585053,-0.763432369761867,742
"48406","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape with Wheat Fields","oil on board","Oil","Oil","signed and dated '62","1","1","0",35000,"35cm x 45cm",1575,22.22,NA,NA,1,35000,"2011 Q3",10.4631033404715,7.36201055125973,54.1991993568596,0,47,24,25,0.466063974585053,-0.763432369761867,798
"48413","van Heerden, Piet (Pieter Gerhardus)",2005-10-10,2005,10,4,2,"Stephan Welz & Co","Stephan Welz","A Namaqualand Landscape With A House","oil on canvas laid down on board","Oil","Oil","signed","1","0","0",15000,"19cm x 29cm",551,27.22,NA,NA,1,15000,"2005 Q4",9.61580548008435,6.31173480915291,39.8379963010726,0,24,24,25,0.466063974585053,-0.763432369761867,131
"48414","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Namaqualand","oil on canvas board","Oil","Oil","signed","1","0","0",40000,"39.5cm x 49.5cm",1955,20.46,NA,NA,1,40000,"2011 Q3",10.5966347330961,7.57814547241947,57.4282888011517,0,47,24,25,0.466063974585053,-0.763432369761867,356
"48419","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","In die Swartland","oil on board","Oil","Oil","signed and dated '84","1","1","0",32000,"16cm x 60cm",960,33.33,NA,NA,1,32000,"2011 Q3",10.3734911817819,6.86693328446188,47.1547727332505,0,47,24,25,0.466063974585053,-0.763432369761867,748
"48422","van Heerden, Piet (Pieter Gerhardus)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Namaqualand","oil on canvas board","Oil","Oil","signed","1","0","0",40000,"39,5cm x 49,5cm",1955,20.46,NA,NA,1,40000,"2011 Q3",10.5966347330961,7.57814547241947,57.4282888011517,0,47,24,25,0.466063974585053,-0.763432369761867,356
"48615","van Vuuren, Andre Francois",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Portrait man with blue eyes","oil on board","Oil","Oil","signed","1","0","0",5000,"39.3cm x 29.5cm",1159,4.31,NA,NA,1,5000,"2011 Q3",8.51719319141624,7.05531284333975,49.7774393173949,0,47,146,303,0.0818274702937871,-2.50314226908681,246
"48616","van Vuuren, Andre Francois",2014-09-13,2014,9,3,2,"Russell Kaplan","Russell Kaplan","Abstract composition","oil on canvas","Oil","Oil","signed 87 ","1","1","0",8000,"122cm x 91.5cm",11163,0.72,NA,NA,1,8000,"2014 Q3",8.98719682066197,9.32036001701473,86.8691108467669,0,59,146,303,0.0818274702937871,-2.50314226908681,988
"48620","van Vuuren, Andre Francois",2014-09-13,2014,9,3,2,"Russell Kaplan","Russell Kaplan","Abstract composition","oil on canvas","Oil","Oil","signed 87 ","1","1","0",9000,"122cm x 91.5cm",11163,0.81,NA,NA,1,9000,"2014 Q3",9.10497985631836,9.32036001701473,86.8691108467669,0,59,146,303,0.0818274702937871,-2.50314226908681,988
"48624","van Vuuren, Andre Francois",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Portrait man with blue eyes","oil on board","Oil","Oil","signed","1","0","0",5000,"39,3cm x 29,5cm",1159,4.31,NA,NA,1,5000,"2011 Q3",8.51719319141624,7.05531284333975,49.7774393173949,0,47,146,303,0.0818274702937871,-2.50314226908681,246
"48693","van Wouw, After Anton",2015-11-08,2015,11,4,2,"Strauss & Co","Strauss","Shangaan","bronze with a dark brown patina, mounted on a wooden base","Sculpture","Sculpture","signed, dated 1907 and inscribed 'S.A. Joh-burg'; engraved with the artist's name and title on a plaque adhered to the base","1","1","1",55000,"31cm height. including base",31,1774.19,NA,NA,1,55000,"2015 Q4",10.9150884642146,3.43398720448515,11.7922681205677,3.43398720448515,64,132,227,0.385774878095471,-0.952501297023957,659
"48704","van Wouw, After Anton",2011-02-22,2011,2,1,1,"Stephan Welz & Co","Stephan Welz","Shangaan","bronze with brown patina","Sculpture","Sculpture","bears signature, inscribed with the title and ""S A Joh burg 1907""","1","1","1",18000,"31cm height",31,580.65,NA,NA,1,18000,"2011 Q1",9.7981270368783,3.43398720448515,11.7922681205677,3.43398720448515,45,132,227,0.385774878095471,-0.952501297023957,659
"48712","van Wouw, Anton",2013-08-06,2013,8,3,2,"Stephan Welz & Co","Stephan Welz","The Dagga Smoker","bronze, brown patina","Sculpture","Sculpture","Signed, inscribed 'S.A. Joh-burg'","1","0","0",250000,"17cm height excluding the base",17,14705.88,NA,NA,1,250000,"2013 Q3",12.4292161968444,2.83321334405622,8.02709785293821,2.83321334405622,55,80,95,3.70454019081211,1.30955914600242,39
"48729","van Wouw, Anton",2013-02-19,2013,2,1,1,"Stephan Welz & Co","Stephan Welz","The Bushman Hunter","bronze","Sculpture","Sculpture","Signed, Dated 1902 and inscribed with 'Foundry G. Massa Rome'","1","1","0",750000,"49cm height excluding base",49,15306.12,NA,NA,1,750000,"2013 Q1",13.5278284855125,3.89182029811063,15.1462652327859,3.89182029811063,53,80,95,3.70454019081211,1.30955914600242,663
"48731","van Wouw, Anton",2002-05-13,2002,5,2,1,"Stephan Welz & Co","Stephan Welz","The Dagga Smoker","bronze, dark brown patination","Sculpture","Sculpture","signed & inscribed S.A. Joh-burg, & with the foundry mark ""Fond. Nisini Roma""","1","0","0",65000,"18cm height",18,3611.11,NA,NA,1,65000,"2002 Q2",11.0821425488778,2.89037175789616,8.35424889884376,2.89037175789616,10,80,95,3.70454019081211,1.30955914600242,40
"48744","van Wouw, Anton",2001-11-12,2001,11,4,2,"Stephan Welz & Co","Stephan Welz","The Dagga Smoker","bronze","Sculpture","Sculpture","signed & inscribed S.A. Joh-burg, & inscribed ""Fonderia. G. Nisini. Roma.""","1","0","0",60000,"18cm height",18,3333.33,NA,NA,1,60000,"2001 Q4",11.0020998412042,2.89037175789616,8.35424889884376,2.89037175789616,8,80,95,3.70454019081211,1.30955914600242,40
"48748","van Wouw, Anton",2013-11-11,2013,11,4,2,"Strauss & Co","Strauss","The Bushman Hunter","bronze with a dark brown patina, mounted on a wooden base","Sculpture","Sculpture","signed, dated 1902 and with the foundry mark: G. Massa, Rome","1","1","0",8e+05,"49cm height excluding base",49,16326.53,NA,NA,1,8e+05,"2013 Q4",13.5923670066501,3.89182029811063,15.1462652327859,3.89182029811063,56,80,95,3.70454019081211,1.30955914600242,663
"48749","van Wouw, Anton",2013-11-11,2013,11,4,2,"Strauss & Co","Strauss","The Scout","bronze with a dark brown patina","Sculpture","Sculpture","signed, inscribed 's.a' and signed with the foundry name: G. Massa Foundry, Roma","1","0","0",760000,"62,5cm width",62.5,12160,NA,NA,1,760000,"2013 Q4",13.5410737122625,4.13516655674236,17.0996024520004,4.13516655674236,56,80,95,3.70454019081211,1.30955914600242,55
"48760","van Wouw, Anton",2012-11-12,2012,11,4,2,"Strauss & Co","Strauss","The Scout","bronze with a brown patina","Sculpture","Sculpture","Signed, inscribed SA and stamped with the foundry mark: G. Massa, Roma","1","0","0",750000,"62,5cm width excluding base; mounted on a wooden b",62.5,12000,NA,NA,1,750000,"2012 Q4",13.5278284855125,4.13516655674236,17.0996024520004,4.13516655674236,52,80,95,3.70454019081211,1.30955914600242,55
"48766","van Wouw, Anton",2015-10-20,2015,10,4,2,"Stephan Welz & Co","Stephan Welz","The Bushman Hunter","bronze, brown patina","Sculpture","Sculpture","signed and dated 1902","1","1","0",450000,"49cm height (excluding base) ",49,9183.67,NA,NA,1,450000,"2015 Q4",13.0170028617465,3.89182029811063,15.1462652327859,3.89182029811063,64,80,95,3.70454019081211,1.30955914600242,663
"48767","van Wouw, Anton",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","The Hunting Bushman","Bronze Posthumous Casting","Sculpture","Sculpture","signed and dated 1902","1","1","0",40000,"52cm incl base",52,769.23,NA,NA,1,40000,"2014 Q4",10.5966347330961,3.95124371858143,15.6123269236292,3.95124371858143,60,80,95,3.70454019081211,1.30955914600242,664
"48771","van Wouw, Anton",2014-09-28,2014,9,3,2,"5th Avenue","5th Avenue","The Hunting Bushman","Roma Cast Bronze","Sculpture","Sculpture","Italian Cast by Marinelli signed dated 1907 & Numbered 6/10","1","1","0",110000,"52cm inc base",52,2115.38,NA,NA,1,110000,"2014 Q3",11.6082356447746,3.95124371858143,15.6123269236292,3.95124371858143,59,80,95,3.70454019081211,1.30955914600242,664
"48797","van Wouw, Anton",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Kaffir met handboor - maquette","bronze on marble base","Sculpture","Sculpture",NA,"0","0","0",30000,"46cm x 31,5cm ht incl base",46,652.17,NA,NA,1,30000,"2011 Q3",10.3089526606443,3.8286413964891,14.65849494291,3.8286413964891,47,80,95,3.70454019081211,1.30955914600242,5
"48804","van Wouw, Anton",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Kaffir met handboor - maquette","bronze on marble base","Sculpture","Sculpture",NA,"0","0","0",30000,"46cm x 31.5cm ht incl base",46,652.17,NA,NA,1,30000,"2011 Q3",10.3089526606443,3.8286413964891,14.65849494291,3.8286413964891,47,80,95,3.70454019081211,1.30955914600242,5
"48808","van Wouw, Anton",2010-04-21,2010,4,2,1,"Stephan Welz & Co","Stephan Welz","The Dagga Smoker","bronze - dark brown patina","Sculpture","Sculpture","signed and inscribed SA Joh-burg","1","0","0",220000,"17cm high (excluding base)",17,12941.18,NA,NA,1,220000,"2010 Q2",12.3013828253345,2.83321334405622,8.02709785293821,2.83321334405622,42,80,95,3.70454019081211,1.30955914600242,39
"48889","Varney, Fayetta",2008-04-03,2008,4,2,1,"Bernardi","Bernardi","Abstract","Impasto oil on board ","Oil","Oil","signed & dated 70 ","1","1","0",3250,"19.5cm x 26.5cm",517,6.29,NA,NA,1,3250,"2008 Q2",8.08641027532378,6.24804287450843,39.0380397616956,0,34,169,857,0.111482532991892,-2.19388735513485,694
"48891","Varney, Fayetta",2008-02-05,2008,2,1,1,"Bernardi","Bernardi","Abstract","Impasto oil on board ","Oil","Oil","signed & dated 70 ","1","1","0",3250,"19.5cm x 26.5cm",517,6.29,NA,NA,1,3250,"2008 Q1",8.08641027532378,6.24804287450843,39.0380397616956,0,33,169,857,0.111482532991892,-2.19388735513485,694
"49108","Vermeulen Breedt, Marie",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Interior scene Mother & daughter seated beside the window","Oil on canvas","Oil","Oil","signed & dated '94","1","1","0",20000,"77.5cm x 98cm",7595,2.63,NA,NA,1,20000,"2011 Q3",9.90348755253613,8.93524541502987,79.8386106268124,0,47,71,84,0.246293509964198,-1.40123132432788,974
"49115","Vermeulen Breedt, Marie",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Interior scene Mother & daughter seated beside the window","Oil on canvas","Oil","Oil","signed & dated '94","1","1","0",20000,"77.5cm x 98cm",7595,2.63,NA,NA,1,20000,"2011 Q3",9.90348755253613,8.93524541502987,79.8386106268124,0,47,71,84,0.246293509964198,-1.40123132432788,974
"49172","Verster, Andrew Clement",2003-11-04,2003,11,4,2,"Stephan Welz & Co","Stephan Welz","Untitled, ~F~triptych~f~","oil on canvas","Oil","Oil","signed & dated 92","1","1","0",2167,"49cm x 40cm",1960,1.11,NA,NA,3,6500,"2003 Q4",7.68109900153636,7.58069975222456,57.4670087333775,0,16,82,97,0.114604967939968,-2.16626412537959,839
"49188","Verster, Andrew Clement",2005-03-22,2005,3,1,1,"Stephan Welz & Co","Stephan Welz","Beachscape","oil on board","Oil","Oil","signed & dated 78","1","1","0",3000,"101cm x 81cm",8181,0.37,NA,NA,1,3000,"2005 Q1",8.00636756765025,9.0095696715137,81.1723456658595,0,21,82,97,0.114604967939968,-2.16626412537959,976
"49194","Verster, Andrew Clement",2004-11-15,2004,11,4,2,"Stephan Welz & Co","Stephan Welz","A Plate On A Plate","ceramic plate, transfer printed","Sculpture","Sculpture","signed, dated 2004 & inscribed with the title on the reverse","1","1","1",170,"30cm diameter",30,5.67,NA,NA,1,170,"2004 Q4",5.13579843705026,3.40119738166216,11.5681436290255,3.40119738166216,20,82,97,0.114604967939968,-2.16626412537959,658
"49203","Verster, Andrew Clement",2009-05-27,2009,5,2,1,"Stephan Welz & Co","Stephan Welz","Composition","oil on canvas","Oil","Oil","signed and dated 87","1","1","0",6000,"100cm x 75cm",7500,0.8,NA,NA,3,18000,"2009 Q2",8.69951474821019,8.9226582995244,79.6138311300717,0,38,82,97,0.114604967939968,-2.16626412537959,972
"49217","Verster, Andrew Clement",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Dog, Beach Situation, Durban","oil on canvas","Oil","Oil","signed and dated 75, inscribed with the artist's name and address on the stretcher, inscribed with the title on a label attached to the reverse","1","1","1",21000,"91cm x 121cm",11011,1.91,NA,NA,1,21000,"2011 Q3",9.95227771670556,9.30665005211359,86.6137351925059,0,47,82,97,0.114604967939968,-2.16626412537959,986
